Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TimeSinceRemodal
646,20,6,0.0,10530,2,2,1,1,2,1,13,3,3,1,1,6,5,1971,1971,4,2,11,11,4,0.0,3,3,2,3,3,4,2,282,4,35,664,2,3,2,1,0,981,1,0,1,1,3,1,3,5,1,0,6,6,1979.0,3,2,3,3,1,0,312,40,0,0,0,0,3,2007,1,1,143250,2538,49
647,20,6,60.0,7200,2,1,1,1,1,1,13,3,3,1,1,5,5,1950,1950,4,2,9,9,4,0.0,3,3,2,6,6,5,7,0,7,0,0,2,2,2,1,0,1048,0,0,1,0,3,1,3,7,2,0,6,6,1950.0,3,2,3,3,1,0,27,0,0,0,0,0,7,2008,1,1,98300,1468,70
648,20,6,85.0,10452,2,2,1,1,1,1,8,3,3,1,1,6,5,1953,1953,4,2,16,16,5,216.0,3,3,2,3,3,3,5,500,6,0,594,2,1,2,1,0,1094,0,0,1,0,3,1,3,5,1,2,2,2,1953.0,2,2,3,3,1,0,0,0,0,287,0,0,6,2008,1,1,155000,2683,67
649,60,6,70.0,7700,2,1,1,1,1,1,13,6,3,1,4,6,5,1966,1966,2,2,9,9,2,351.0,3,3,2,3,3,4,6,0,6,0,756,2,3,2,1,0,1839,0,0,1,1,4,1,3,7,1,1,3,2,1966.0,3,2,3,3,1,0,124,216,0,0,0,0,6,2010,1,1,155000,3037,54
650,180,8,21.0,1936,2,1,1,1,1,1,11,3,3,6,7,4,6,1970,1970,2,2,6,6,4,0.0,3,3,2,2,3,2,3,131,1,499,0,2,2,2,1,0,630,1,0,1,0,1,1,3,3,1,0,6,7,,4,0,6,6,1,0,0,0,0,0,0,0,12,2007,1,1,84500,1260,50
651,60,3,65.0,8125,2,1,1,1,1,1,22,3,3,1,4,7,6,2007,2007,2,2,6,6,6,0.0,2,3,3,2,3,4,6,0,6,0,813,2,1,2,1,0,1665,0,0,2,1,3,1,2,7,1,0,6,2,2007.0,2,2,3,3,1,0,0,0,0,0,0,0,5,2008,1,1,205950,3040,13
652,70,6,60.0,9084,2,1,1,1,1,1,8,1,3,1,4,4,5,1940,1950,2,2,9,9,4,0.0,3,3,2,3,3,3,6,0,6,0,755,2,3,2,1,0,1510,1,0,1,0,4,1,3,7,1,1,2,6,1940.0,3,1,4,5,2,120,0,0,0,0,0,0,10,2009,1,1,108000,2561,70
653,60,6,70.0,8750,2,1,1,1,1,1,6,3,3,1,4,7,5,1996,1996,2,2,15,15,4,0.0,2,3,3,2,3,4,6,0,6,0,880,2,1,2,1,0,1716,0,0,2,1,2,1,2,7,1,1,3,2,1996.0,2,2,3,3,1,0,120,0,0,0,0,0,7,2009,1,1,191000,3108,24
654,50,8,60.0,10320,2,1,1,1,1,1,10,3,3,1,2,6,7,1906,1995,2,2,9,9,4,0.0,3,3,2,3,3,4,6,0,6,0,756,2,1,2,1,0,1469,0,0,1,0,3,1,3,7,1,0,6,6,1906.0,3,1,3,3,1,57,0,239,0,0,0,0,6,2008,1,1,135000,2441,25
655,20,6,91.0,10437,2,2,1,1,1,1,14,3,3,1,1,8,6,1995,1995,4,2,9,9,2,660.0,2,2,3,2,3,1,1,1696,6,0,413,2,1,2,1,0,2113,1,0,2,1,2,1,2,7,1,1,3,2,1995.0,1,3,3,3,1,236,46,0,0,0,0,0,8,2008,1,1,350000,5061,25
656,160,8,21.0,1680,2,1,1,1,1,1,3,3,3,6,4,6,5,1971,1971,2,2,7,8,2,381.0,3,3,2,3,3,4,6,0,6,0,525,2,3,2,1,0,1092,0,0,1,1,3,1,3,6,1,0,6,6,1971.0,3,1,3,3,1,0,0,0,0,0,0,0,3,2010,1,5,88000,1881,49
657,20,6,72.0,10007,2,2,1,1,1,1,13,3,3,1,1,5,7,1959,2006,2,2,7,7,2,54.0,2,3,2,3,3,4,2,806,6,0,247,2,1,2,1,0,1053,1,0,1,1,3,1,2,5,1,0,6,2,1959.0,2,1,3,3,1,0,0,0,0,0,0,0,8,2008,1,1,145500,2418,14
658,70,6,60.0,7200,2,1,3,1,1,2,7,3,3,1,4,7,6,1931,2000,2,2,14,16,4,0.0,3,4,1,2,3,4,6,0,6,0,776,2,3,2,1,0,1502,0,0,1,1,3,1,3,6,1,1,2,2,1931.0,2,1,3,3,2,0,0,112,0,0,0,0,2,2008,1,1,149000,2548,20
659,50,6,78.0,17503,2,1,1,1,1,1,13,1,3,1,2,6,5,1948,1950,2,2,15,15,4,0.0,3,3,2,3,3,4,6,0,6,0,912,2,3,2,1,0,1458,0,1,1,0,3,1,3,6,1,1,2,2,1948.0,3,1,3,3,1,192,0,0,0,0,0,0,1,2010,1,2,97500,2700,70
660,20,6,75.0,9937,2,1,1,1,2,1,8,3,3,1,1,5,7,1964,1999,4,2,9,9,4,0.0,3,2,3,3,3,4,3,637,6,0,849,2,1,2,1,0,1486,1,0,1,0,3,1,3,7,1,0,6,6,1968.0,1,2,3,3,1,0,0,0,0,0,0,0,3,2009,1,1,167000,3452,21
661,60,6,0.0,12384,2,1,1,1,3,1,17,3,3,1,4,7,7,1976,1976,2,2,11,11,2,233.0,3,3,2,2,3,4,6,0,6,0,793,2,3,2,1,0,1935,0,0,2,1,3,1,3,7,1,1,3,2,1976.0,2,2,3,3,1,0,113,252,0,0,0,0,11,2007,1,1,197900,3278,44
662,60,6,52.0,46589,2,3,1,1,3,1,14,3,3,1,4,8,7,1994,2005,4,2,15,15,2,528.0,2,3,3,2,2,4,1,1361,5,180,88,2,1,2,1,0,2448,1,0,2,1,4,1,2,8,1,1,3,2,1994.0,2,3,3,3,1,517,76,0,0,0,0,0,7,2009,1,1,402000,4788,15
663,20,6,120.0,13560,2,1,1,1,2,1,13,3,3,1,1,6,3,1968,1968,4,2,16,16,2,216.0,3,3,2,4,4,4,6,0,6,0,1392,2,2,2,1,0,1392,1,0,1,0,2,1,3,5,6,2,3,2,1968.0,2,2,3,3,1,0,0,240,0,0,0,0,7,2009,1,1,110000,3360,52
664,85,6,90.0,10012,2,1,1,1,1,1,8,3,3,1,7,4,5,1972,1972,2,2,11,11,4,0.0,3,3,2,2,3,2,3,920,5,180,38,2,3,2,1,0,1181,1,0,2,0,3,1,3,6,1,0,6,6,1974.0,2,2,3,3,1,0,0,180,0,0,0,0,4,2008,1,1,137500,2907,48
665,20,6,49.0,20896,2,3,1,1,3,1,22,5,3,1,1,8,5,2005,2006,2,2,15,15,4,0.0,2,3,3,1,3,3,1,1721,6,0,356,2,1,2,1,0,2097,1,0,1,1,1,1,1,8,1,1,1,2,2005.0,1,3,3,3,1,192,267,0,0,0,0,0,1,2006,4,6,423000,5308,14
666,60,6,106.0,11194,2,2,1,1,2,1,9,3,3,1,4,8,5,2000,2000,2,2,15,15,2,40.0,2,3,3,2,3,4,6,0,6,0,1406,2,1,2,1,0,1936,0,0,2,1,3,1,2,7,1,1,3,2,2000.0,2,2,3,3,1,188,124,0,0,0,0,0,11,2006,1,1,230500,3846,20
667,60,6,0.0,18450,2,2,1,1,1,1,13,3,3,1,4,6,5,1965,1979,1,6,11,11,1,113.0,3,2,2,2,3,4,4,187,5,723,111,2,3,2,1,0,2380,0,0,2,1,3,1,3,7,7,1,5,5,1965.0,3,2,3,3,1,0,265,0,0,0,0,0,8,2007,1,2,129000,3997,41
668,20,6,65.0,8125,2,1,1,1,1,1,21,3,3,1,1,6,5,1994,1998,2,2,7,7,2,258.0,3,3,3,2,3,4,1,1138,6,0,270,2,1,2,1,0,1679,1,0,2,0,3,1,2,7,1,1,4,2,1994.0,2,2,3,3,1,224,42,0,0,0,0,0,10,2008,1,1,193500,3662,22
669,20,6,0.0,14175,2,1,2,1,2,2,20,3,3,1,1,5,6,1956,1987,2,2,6,16,4,0.0,3,3,2,3,3,4,5,988,6,0,200,2,2,2,1,0,1437,1,0,1,1,3,1,3,6,3,1,3,6,1999.0,3,2,3,3,1,304,0,0,0,0,0,0,11,2006,1,1,168000,3201,33
670,30,6,80.0,11600,2,1,1,1,1,1,7,3,3,1,1,4,5,1922,1950,2,2,9,9,4,0.0,3,3,1,4,3,4,6,0,6,0,700,2,1,2,1,0,1180,0,0,1,0,2,1,4,5,1,1,2,6,1922.0,3,1,3,4,1,0,0,67,0,0,0,0,7,2006,1,1,137500,2132,70
671,60,6,64.0,8633,2,1,1,1,4,1,6,3,3,1,4,6,5,2005,2005,2,2,15,15,4,0.0,2,3,3,2,3,4,1,193,6,0,545,2,1,2,1,0,1476,1,0,2,1,3,1,2,7,1,0,6,2,2005.0,1,2,3,3,1,100,35,0,0,0,0,0,2,2009,1,1,173500,2754,15
672,70,5,54.0,6629,2,1,1,1,1,1,8,1,3,1,4,6,6,1925,1950,3,2,16,16,4,0.0,3,2,1,3,3,4,3,551,6,0,121,2,3,1,1,0,1369,1,0,2,0,3,1,3,6,1,0,6,6,1930.0,3,1,3,3,1,147,0,0,0,0,0,0,7,2009,1,1,103600,2341,70
673,20,6,0.0,11250,2,2,1,1,1,1,25,3,3,1,1,6,6,1977,1977,2,2,11,11,4,0.0,2,3,2,2,3,4,2,767,6,0,441,2,3,2,1,0,1208,1,0,1,1,3,1,3,6,1,1,3,2,1977.0,2,2,3,3,1,198,42,0,0,0,0,0,6,2006,1,1,165000,2962,43
674,20,6,110.0,14442,2,1,1,1,1,1,7,3,3,1,1,6,7,1957,2004,4,2,6,6,2,106.0,3,3,3,3,3,4,1,1186,6,0,291,2,1,2,1,0,1839,1,0,2,0,3,1,2,7,1,2,3,2,1957.0,1,2,3,3,1,0,87,0,0,200,0,0,6,2007,1,1,257500,3732,16
675,20,6,80.0,9200,2,1,1,1,1,1,13,3,3,1,1,6,6,1965,1965,2,2,7,7,4,0.0,3,3,2,3,3,4,5,892,6,0,244,2,3,2,1,0,1136,1,0,1,0,3,1,3,5,1,1,2,2,1965.0,2,1,3,3,1,426,0,0,0,0,0,0,7,2008,1,1,140000,2656,55
676,160,6,24.0,2289,2,1,1,1,1,1,15,3,3,6,4,6,6,1978,1978,2,2,11,3,4,0.0,3,3,2,3,3,4,2,311,6,0,544,2,3,2,1,0,1441,0,0,2,1,3,1,3,7,1,1,3,2,1978.0,3,2,3,3,1,28,0,0,0,0,0,0,4,2009,1,1,148500,2736,42
677,70,8,60.0,9600,2,1,1,1,1,1,18,3,3,1,4,4,2,1900,1950,2,2,1,14,4,0.0,3,3,1,3,4,4,6,0,6,0,1095,3,4,1,1,0,1774,1,0,2,0,4,2,3,8,3,0,6,1,1920.0,3,3,4,4,3,0,0,90,0,0,0,0,5,2006,1,1,87000,3648,70
678,30,6,52.0,9022,2,1,1,1,1,1,18,3,3,1,1,5,8,1924,2006,2,2,15,15,4,0.0,2,3,1,3,3,4,6,0,6,0,768,2,1,2,1,0,792,0,0,1,0,2,1,2,5,1,0,6,6,1924.0,3,1,4,4,3,316,0,120,0,0,0,0,5,2009,1,1,109500,1800,14
679,20,6,80.0,11844,2,2,1,1,1,1,23,3,3,1,1,8,5,2008,2008,4,2,15,15,5,464.0,2,3,3,1,3,3,6,0,6,0,2046,2,1,2,1,0,2046,0,0,2,1,3,1,2,7,1,1,2,2,2008.0,1,3,3,3,1,322,82,0,0,0,0,0,7,2009,4,6,372500,4926,12
680,20,6,0.0,9945,2,2,1,1,1,1,20,3,3,1,1,5,5,1961,1961,4,2,16,16,2,57.0,3,3,2,3,3,4,5,827,6,0,161,2,3,2,1,0,988,1,0,1,0,3,1,3,5,1,0,6,6,1963.0,3,2,3,3,1,0,0,0,0,0,0,0,10,2007,1,1,128500,2548,59
681,120,6,50.0,8012,2,1,1,1,1,1,21,3,3,4,1,6,5,1980,1980,2,2,11,11,4,0.0,3,3,2,2,3,4,3,543,3,119,261,2,3,2,1,0,923,0,0,2,0,2,1,3,5,1,1,3,2,1980.0,2,1,3,3,1,80,0,0,0,0,0,0,5,2010,1,1,143000,2110,40
682,50,5,55.0,4500,2,3,2,1,1,1,19,3,3,1,2,5,5,1932,2000,2,2,15,14,4,0.0,3,3,1,3,3,4,5,182,6,0,611,2,1,2,1,0,1520,0,0,1,0,3,1,3,6,1,0,6,6,1968.0,3,1,3,3,1,0,0,56,0,0,0,0,7,2009,1,2,159434,2594,20
683,120,6,0.0,2887,2,1,3,1,1,1,5,3,3,1,1,6,5,1996,1997,2,2,16,16,4,0.0,3,3,3,2,3,3,1,1003,6,0,288,2,1,2,1,0,1291,1,0,1,0,2,1,2,6,1,1,2,2,1996.0,3,2,3,3,1,307,0,0,0,0,0,0,11,2008,1,1,173000,3013,23
684,20,6,90.0,11248,2,2,1,1,2,1,6,3,3,1,1,9,5,2002,2002,4,2,15,15,5,215.0,2,3,3,2,3,2,1,1059,6,0,567,2,1,2,1,0,1668,1,0,2,0,3,1,2,7,1,1,3,2,2002.0,1,3,3,3,1,257,45,0,0,0,0,0,7,2007,1,1,285000,3996,18
685,60,6,58.0,16770,2,3,1,1,3,1,14,3,3,1,4,7,5,1998,1998,2,2,15,15,2,30.0,2,3,3,2,3,4,6,0,6,0,1195,2,2,2,1,0,1839,0,0,2,1,4,1,3,7,1,0,6,2,1998.0,1,2,3,3,1,0,81,0,0,0,0,0,6,2010,1,1,221000,3520,22
686,160,6,0.0,5062,2,2,1,1,3,1,23,3,3,4,4,7,5,1984,1984,2,2,7,7,4,0.0,2,3,2,2,3,3,1,828,4,182,180,2,2,2,1,0,2090,1,0,2,0,3,1,2,6,2,1,3,2,1984.0,1,2,3,3,1,219,0,0,0,0,0,0,9,2007,1,1,207500,3857,36
687,60,3,84.0,10207,2,1,1,1,1,1,22,3,3,1,4,7,6,2007,2007,2,2,15,15,4,0.0,2,3,3,2,3,4,6,0,6,0,874,2,1,2,1,0,1761,0,0,3,0,3,1,2,7,1,0,6,2,2007.0,1,2,3,3,1,144,105,0,0,0,0,0,8,2007,4,6,227875,3213,13
688,160,3,0.0,5105,2,3,1,1,4,1,22,3,3,4,4,7,5,2004,2004,2,2,9,9,4,0.0,2,3,3,2,3,4,1,239,6,0,312,2,1,2,1,0,1102,0,0,2,1,2,1,2,4,1,0,6,6,2004.0,3,2,3,3,1,0,60,0,0,0,0,0,3,2007,1,1,148800,2133,16
689,20,6,60.0,8089,2,1,3,1,1,1,23,3,3,1,1,8,6,2007,2007,2,2,9,9,2,0.0,2,3,3,2,3,2,1,945,6,0,474,2,1,2,1,0,1419,1,0,2,0,2,1,2,7,1,1,2,2,2007.0,2,2,3,3,1,140,0,0,0,0,0,0,10,2007,4,6,392000,3405,13
690,120,6,61.0,7577,2,2,1,1,2,1,16,3,3,4,1,6,5,2005,2006,2,2,15,15,5,256.0,2,3,3,2,3,2,2,20,6,0,1342,2,1,2,1,0,1362,0,0,2,0,2,1,2,6,1,1,2,2,2005.0,2,2,3,3,1,192,28,0,0,0,0,0,6,2007,1,1,194700,3184,14
691,120,8,0.0,4426,2,1,1,1,1,1,6,3,3,4,1,6,5,2004,2004,2,2,15,15,2,147.0,2,3,3,2,3,1,1,697,6,0,151,2,1,2,1,0,848,1,0,1,0,1,1,2,3,1,1,3,2,2004.0,2,2,3,3,1,149,0,0,0,0,0,0,5,2008,1,1,141000,2116,16
692,60,6,104.0,21535,2,2,1,1,2,1,14,3,3,1,4,10,6,1994,1995,2,8,7,7,2,1170.0,1,3,3,1,3,1,1,1455,6,0,989,2,1,2,1,0,4316,0,1,3,1,4,1,1,10,1,2,1,2,1994.0,1,3,3,3,1,382,50,0,0,0,0,0,1,2007,1,1,755000,7592,25
693,60,6,42.0,26178,2,2,1,1,1,2,24,3,3,1,4,7,5,1989,1990,4,2,9,9,2,293.0,2,3,3,2,3,1,1,965,6,0,245,2,1,2,1,0,2519,1,0,2,1,4,1,2,9,1,2,2,2,1989.0,2,2,3,3,1,320,27,0,0,0,0,0,4,2006,1,1,335000,4357,30
694,30,6,60.0,5400,2,1,1,1,2,3,18,3,3,1,1,5,6,1921,1968,2,2,9,9,4,0.0,3,3,1,3,3,4,6,0,6,0,1073,2,1,2,1,0,1073,0,0,1,0,2,1,3,4,1,0,6,6,1968.0,3,1,3,3,1,0,0,112,0,0,0,0,12,2006,1,2,108480,2472,52
695,50,8,51.0,6120,2,1,1,1,2,1,4,3,3,1,2,5,6,1936,1950,2,2,16,16,4,0.0,3,4,1,3,3,4,6,0,6,0,927,2,3,2,1,0,1539,0,0,1,1,3,1,3,5,1,0,6,6,1995.0,3,2,3,3,1,112,0,0,0,0,0,0,4,2009,1,1,141500,3042,70
696,20,6,54.0,13811,2,2,1,1,1,1,24,3,3,1,1,6,6,1987,1987,2,2,7,7,2,72.0,3,3,2,2,2,4,1,980,4,40,92,2,2,2,1,0,1137,1,0,2,0,2,1,2,5,1,1,3,2,1987.0,3,2,3,3,1,125,0,0,0,0,0,0,7,2006,1,1,176000,2800,33
697,30,8,50.0,6000,2,1,1,1,1,1,4,3,3,1,1,5,7,1921,1950,2,2,16,16,4,0.0,3,3,2,3,3,4,4,616,6,0,0,2,2,2,1,0,616,0,0,1,0,2,1,3,4,1,0,6,6,1921.0,3,1,3,3,1,0,0,129,0,0,0,0,6,2006,1,1,89000,1437,70
698,20,6,57.0,6420,2,2,1,1,1,1,8,3,3,1,1,5,7,1952,1952,2,2,16,16,4,0.0,3,3,3,1,2,3,4,210,2,551,219,2,4,2,2,0,1148,0,1,1,0,2,1,3,6,1,0,6,6,1952.0,3,1,3,3,1,0,0,0,0,0,0,0,9,2006,1,1,123500,2436,68
699,20,6,65.0,8450,2,1,1,1,1,1,20,9,3,1,1,5,8,1965,2009,2,2,9,9,4,0.0,3,2,2,3,3,4,1,553,3,117,224,2,1,2,1,0,894,1,0,1,0,3,1,3,5,1,1,2,6,1973.0,3,1,3,3,1,416,144,0,0,0,0,0,4,2010,1,1,138500,2124,11
700,120,3,59.0,4282,2,3,1,1,1,1,22,3,3,4,1,7,5,2004,2004,2,2,9,9,4,0.0,2,3,3,2,3,3,1,16,6,0,1375,2,1,2,1,0,1391,0,0,2,0,2,1,2,5,1,0,6,2,2004.0,2,2,3,3,1,156,158,0,0,0,0,0,7,2008,1,1,196000,3312,16
701,20,6,85.0,14331,2,1,1,1,1,1,24,3,3,1,1,8,5,2002,2002,4,2,15,15,2,630.0,2,3,3,1,3,1,1,1274,6,0,526,2,1,2,1,0,1800,1,0,2,0,3,1,2,7,1,1,2,2,2002.0,1,3,3,3,1,270,78,0,0,0,0,0,5,2006,1,1,312500,4365,18
702,20,6,80.0,9600,2,1,1,1,1,1,17,3,3,1,1,7,5,1969,1969,4,2,7,7,2,168.0,3,3,2,3,3,4,6,0,6,0,1164,2,3,2,1,0,1164,0,0,1,1,3,1,3,6,1,0,6,2,1969.0,3,2,3,3,1,0,0,0,0,0,0,0,7,2006,5,1,140000,2856,51
703,60,6,82.0,12438,2,2,1,1,1,1,23,3,3,1,4,8,5,2006,2006,4,2,15,15,2,466.0,1,3,3,1,2,4,6,0,6,0,1234,2,1,2,1,0,2576,0,0,2,1,4,1,1,10,1,1,2,4,2006.0,1,3,3,3,1,324,100,0,0,0,0,0,7,2006,4,6,361919,4476,14
704,190,8,76.0,7630,2,1,1,1,1,1,18,2,3,2,4,5,9,1900,1996,2,2,16,16,4,0.0,3,2,1,2,3,4,6,0,6,0,360,2,2,2,1,0,1812,0,0,2,0,4,2,2,8,1,1,5,6,1999.0,3,2,3,3,3,344,0,40,0,0,0,0,5,2010,1,1,140000,2844,24
705,20,6,70.0,8400,2,1,1,1,1,1,6,3,3,1,1,7,5,2004,2005,2,2,15,15,2,109.0,2,3,3,2,3,2,1,712,6,0,761,2,1,2,1,0,1484,1,0,2,0,3,1,2,7,1,0,6,2,2004.0,2,2,3,3,1,0,35,0,144,0,0,0,5,2010,1,1,213000,3563,15
706,190,8,70.0,5600,2,1,1,1,1,1,10,3,3,2,4,4,5,1930,1950,4,2,15,16,4,0.0,4,4,4,6,6,5,7,0,7,0,0,2,4,1,1,0,1092,0,0,2,0,3,2,4,7,4,0,6,7,,4,0,6,6,3,0,0,0,0,0,0,3500,7,2010,1,1,55000,1092,70
707,20,6,0.0,115149,2,3,4,1,3,3,5,3,3,1,1,7,5,1971,2002,2,2,11,11,5,351.0,3,3,2,2,3,1,1,1219,6,0,424,2,3,2,1,0,1824,1,0,2,0,2,1,2,5,1,2,3,2,1971.0,3,2,3,3,1,380,48,0,0,0,0,0,6,2007,1,1,302000,4206,18
708,120,6,48.0,6240,2,1,1,1,1,1,16,3,3,4,1,8,5,2006,2006,4,2,9,9,2,176.0,2,3,3,2,3,4,1,863,6,0,461,2,1,2,1,0,1324,1,0,2,0,2,1,2,6,1,1,2,2,2006.0,1,2,3,3,1,192,38,0,0,0,0,0,12,2009,1,1,254000,3198,14
709,60,6,65.0,9018,2,2,1,1,1,1,9,3,3,1,4,7,5,2007,2007,4,2,15,15,4,0.0,2,3,3,2,3,2,6,0,6,0,728,2,1,2,1,0,1456,0,0,2,1,3,1,2,8,1,1,2,2,2007.0,1,2,3,3,1,100,24,0,0,0,0,0,7,2007,4,6,179540,2584,13
710,20,6,0.0,7162,2,2,1,1,1,1,20,3,3,1,1,5,7,1966,1966,2,2,7,7,1,41.0,3,3,3,3,3,4,6,0,6,0,876,2,3,2,1,0,904,0,0,1,0,3,1,3,6,1,0,6,2,1966.0,3,1,3,3,1,0,0,0,0,0,0,0,12,2008,1,2,109900,2188,54
711,30,6,56.0,4130,2,2,1,1,1,1,4,3,3,1,1,3,6,1935,2003,2,2,15,15,4,0.0,2,3,2,3,3,4,6,0,6,0,270,2,2,2,1,0,729,0,0,1,0,2,1,3,5,6,0,6,7,,4,0,6,6,3,0,0,0,0,0,0,0,7,2008,1,1,52000,999,17
712,50,2,66.0,8712,2,1,3,1,1,2,10,3,3,1,2,4,7,1900,1950,2,2,9,9,4,0.0,3,3,5,3,3,3,6,0,6,0,859,2,2,2,1,0,1178,0,0,1,0,2,1,3,7,1,0,6,6,1964.0,2,1,3,3,3,68,0,98,0,0,0,0,1,2010,1,2,102776,2421,70
713,120,6,40.0,4671,2,2,3,1,1,1,23,3,3,4,1,8,5,1988,1989,2,2,7,7,4,0.0,2,3,3,2,3,3,1,767,6,0,461,2,2,2,1,0,1228,1,0,2,0,2,1,2,5,1,1,2,2,1988.0,1,2,3,3,1,168,120,0,0,0,0,0,10,2008,1,1,189000,2928,31
714,190,6,60.0,9873,2,1,1,1,1,1,4,5,3,2,1,4,5,1970,1970,2,2,7,7,2,160.0,3,3,2,3,3,2,2,789,6,0,171,3,3,1,1,0,960,1,0,1,0,3,1,3,6,1,0,6,6,1970.0,3,2,3,3,1,0,288,0,0,0,0,0,5,2006,1,1,129000,2496,50
715,60,6,0.0,13517,2,2,1,1,3,1,20,9,3,1,4,6,8,1976,2005,2,2,7,11,2,289.0,2,3,2,3,3,4,1,533,6,0,192,2,1,2,1,0,1479,0,0,2,1,3,1,2,6,1,0,6,2,1976.0,2,2,3,3,1,0,44,0,0,0,0,0,3,2010,1,1,130500,2679,15
716,20,6,78.0,10140,2,1,1,1,1,1,17,3,3,1,1,6,5,1974,1974,4,2,7,7,2,174.0,3,3,2,2,3,4,6,0,6,0,1064,2,3,2,1,0,1350,0,0,2,0,3,1,3,7,1,1,3,2,1974.0,2,2,3,3,1,0,0,0,0,0,0,0,8,2009,1,1,165000,2892,46
717,70,8,60.0,10800,2,1,2,1,1,1,18,3,3,1,4,7,8,1890,1998,2,2,16,15,4,0.0,3,2,1,3,3,4,6,0,6,0,718,2,1,2,1,0,2554,0,0,1,1,3,1,3,8,1,0,6,6,1996.0,3,2,3,3,2,0,48,143,0,0,0,0,7,2007,1,1,159500,3976,22
718,20,6,80.0,10000,2,1,1,1,1,1,17,3,3,1,1,5,6,1973,2000,2,2,7,7,4,0.0,3,3,2,2,3,4,3,1084,6,0,92,2,2,2,1,0,1178,0,1,1,1,3,1,2,5,1,1,4,2,1973.0,3,2,3,3,1,224,0,0,0,0,0,0,11,2008,1,1,157000,2793,20
719,60,6,96.0,10542,2,1,1,1,1,1,14,3,3,1,4,7,5,1993,1994,4,2,16,8,2,651.0,2,3,3,2,3,1,1,1173,6,0,138,2,1,2,1,0,2418,1,0,2,1,3,1,2,9,1,1,3,2,1993.0,2,3,3,3,1,250,154,216,0,0,0,0,8,2008,1,1,341000,4712,26
720,20,6,69.0,9920,2,2,1,1,1,1,6,3,3,1,1,5,6,1969,1969,2,2,7,11,4,0.0,3,3,2,2,3,1,2,523,6,0,448,2,3,2,1,0,971,0,0,1,1,3,1,3,5,1,1,5,2,1969.0,3,1,3,3,1,0,0,0,0,0,0,0,5,2006,1,1,128500,2242,51
721,120,6,0.0,6563,2,2,4,1,3,2,23,3,3,1,1,8,5,1985,1985,2,2,7,7,4,0.0,2,3,3,2,3,1,1,1148,6,0,594,2,3,2,1,0,1742,1,0,2,0,2,1,2,5,1,1,3,2,1985.0,2,2,3,3,1,114,28,234,0,0,0,0,12,2006,1,1,275000,4048,35
722,120,8,0.0,4426,2,1,1,1,1,1,6,3,3,4,1,6,5,2004,2004,2,2,15,15,2,169.0,2,3,3,2,3,2,1,662,6,0,186,2,1,2,1,0,848,1,0,1,0,1,1,2,3,1,0,6,2,2004.0,2,2,3,3,1,160,0,0,0,0,0,0,5,2010,1,1,143000,2116,16
723,20,6,70.0,8120,2,1,1,1,1,1,13,3,3,1,1,4,7,1970,1970,2,2,9,9,4,0.0,3,2,2,3,3,4,2,191,6,0,673,2,1,2,1,0,864,0,0,1,0,3,1,3,5,1,0,6,6,1994.0,3,2,3,3,1,0,0,0,0,0,0,0,7,2009,1,1,124500,2191,50
724,50,6,60.0,8172,2,1,1,1,1,1,8,3,3,1,2,4,6,1954,1972,2,2,9,9,4,0.0,3,3,3,3,3,4,6,0,6,0,941,2,1,2,1,0,1470,0,0,2,0,4,1,3,7,1,0,6,6,1958.0,3,1,3,3,1,0,0,0,0,156,0,0,5,2008,1,1,135000,2959,48
725,20,6,86.0,13286,2,2,1,1,1,1,8,3,3,1,1,9,5,2007,2008,4,2,6,6,5,340.0,1,3,3,1,3,4,1,1234,6,0,464,2,1,2,1,0,1698,1,0,2,0,3,1,1,8,1,1,2,2,2007.0,1,3,3,3,1,327,64,0,0,0,0,0,2,2009,1,1,320000,4164,12
726,20,6,60.0,6960,2,1,1,1,1,1,13,3,3,1,1,4,6,1970,1970,2,2,7,11,4,0.0,3,3,2,3,3,4,2,375,3,239,250,2,3,2,1,0,864,0,0,1,0,3,1,2,5,1,0,6,6,1989.0,3,2,3,3,1,96,0,0,0,0,0,500,11,2009,1,1,120500,2388,50
727,20,6,0.0,21695,2,2,1,1,2,1,7,3,3,1,1,6,9,1988,2007,4,2,16,11,2,260.0,2,2,2,2,3,4,1,808,6,0,72,2,1,2,1,0,1680,1,0,2,0,3,1,2,5,1,1,2,2,1988.0,1,2,3,3,1,292,44,0,182,0,0,0,12,2009,1,1,222000,3100,13
